id	lastname	firstname	faculty	institute	institution_long
FIS_45083	Hentschker	NN	MNF	Institut für Mikrobiologie	Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics
FIS_50348	Ohlendieck	NN	MED	Institut für Pathophysiologie	Institut für Pathophysiologie
FIS_66040	Oldach	NN	PHIL	Historisches Institut	Historisches Institut / LS für Nordische Geschichte
FIS_30828	Ryll	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_70195	Hoferichter	Frances	PHIL	Institut für Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
FIS_65741	Raufelder	Diana	PHIL	Institut für Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
FIS_66680	Ringeisen	NN	PHIL	Institut für Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
FIS_65425	Bakadorova	NN	PHIL	Institut für Erziehungswissenschaften	Institut für Erziehungswissenschaften / LS für Schulpädagogik
FIS_49266	Schäfer	Pavla	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
FIS_49156	Arendt	Birte	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
FIS_62353	Rehberg	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_62357	Vollmer	Marcus	MNF	Institut für Mathematik und Informatik	Institut für Mathematik und Informatik / AG Stochastik-Fraktale
FIS_26644	Gerber	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_64748	Guderian	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_58302	Nordengrün	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_53450	Broeker	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_25811	Sundaramoorthy	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_45072	Kloppot	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Stoffwechselbiochemie / Metabolomics
FIS_67024	Braun	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_46056	Thomas	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_31335	Gand	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_63840	Siewert	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_24974	Meffert	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_57465	Baumeister	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_2129	Schnürer	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
FIS_1988	Baldus	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_30022	Baum	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_56691	Lotze	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_58072	Laqua	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_2910	Hanke	Monika	MED	Institut für Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
FIS_67113	Schrey	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
FIS_49149	Kiesendahl	NN	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
FIS_67157	Kremens	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
FIS_67169	Kerl	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
FIS_1638	Adler	Stefani	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_1433	Smiszek	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_65431	Müller	NN	PHIL	Institut für Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / Juniorprofessur für Politische Soziologie
FIS_48581	Riepenhausen	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
FIS_58308	Gorynia	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Kieferorthopädie
FIS_18435	Staar	Doreen	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_44970	Thom	NN	MED	Institut für Pharmakologie	Institut für Pharmakologie
FIS_49455	Ivanovska	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_2273	Harb	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_28024	Bracke	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_25747	Schäfer	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_49208	Glanz	NN	PHIL	Institut für Fennistik und Skandinavistik	Institut für Fennistik und Skandinavistik / LS für Neuere Skandinavische Literaturen
FIS_18429	Hecker	NN	MED	Universitätsapotheke	Universitätsapotheke
FIS_65780	Führer	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_58886	Rosskopf	NN	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
FIS_65399	Trimcev	Rieke	PHIL	Institut für Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Politische Theorie und Ideengeschichte
FIS_49273	Müller	NN	PHIL	Institut für Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Politische Theorie und Ideengeschichte
FIS_49060	Schiewe	NN	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
FIS_68244	Wengeler	NN	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
FIS_1645	Päsler	Dennis	MED	Klinik und Poliklinik für Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
FIS_9	Consortium	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_68339	Rohde	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_20243	Lam	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_68359	Litke	NN	MED	Zentrale Service- und Forschungseinrichtung für Versuchstiere	Zentrale Service- und Forschungseinrichtung für Versuchstiere
FIS_312	Salzsieder	NN	MED	Zentrale Service- und Forschungseinrichtung für Versuchstiere	Zentrale Service- und Forschungseinrichtung für Versuchstiere
FIS_53590	Martens	NN	MNF	Institut für Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
FIS_35988	Quade	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_32905	Schauer	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_61007	Kramer	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_45205	Merdivan	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische Biologie
FIS_56848	Zschüntzsch	NN	MED	Institut für Pathophysiologie	Institut für Pathophysiologie
FIS_39489	Fenske	NN	MED	Klinik und Poliklinik für Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
FIS_36522	Dahlke	Sven	MNF	Institut für Botanik und Landschaftsökologie	Institut für Botanik und Landschaftsökologie / Biologische Station Hiddensee
FIS_1935	Grasemann	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_64324	Hammer	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_56392	Brandt	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Allgemeine Pädiatrie
FIS_55408	Rosenberg	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_1731	Kühn	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_40370	Krieger	Jakob	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
FIS_68883	Braun	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
FIS_25293	Aßmann	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_55229	Lueke	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_31696	Blaut	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_63814	Zumpe	Maxi	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
FIS_22162	Heinemann	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
FIS_68945	Bartels	NN	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_53643	Götz	Olav	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_738	Lucas	Christian	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
FIS_45162	Schindler	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_69028	Ghosh	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_1128	Neumann	Thomas	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_2177	Schneidewind	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_49267	Domsch	Sebastian	PHIL	Institut für Anglistik	Institut für Anglistik/Amerikanistik / LS für Anglophone Literaturwissenschaft
FIS_1265	Dabers	Thomas	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_31657	Ahrendt	Susanne	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_1902	Aymanns	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_45440	Weidemann	Björn	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_21384	Dziemba	Oliver	MED	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_1957	Hübner	Stephanie	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_336	Linnemann	Knud	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_27028	Sunny	Donna Elizabeth	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_69237	Malla	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_47694	Grunow	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
FIS_53916	Kirchhoff	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
FIS_29920	Mössner	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_69275	Dutch	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_69299	Klinische	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_58498	Lerch	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_48302	Weiss	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_29814	Berlin	Sarah	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Klinische Pharmakologie
FIS_59267	Hasan	NN	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Klinische Pharmakologie
FIS_69477	Jensen	NN	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_69471	Grossebrummel	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_69472	Peter	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_69474	Weiss	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_24820	Koensgen	NN	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_67526	Zygmunt	NN	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_62758	Stope	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_67724	Lämmerhirt	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_66259	John	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_27904	Moskwa	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_27023	Kellner	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_977	Wasner	NN	MED	Institut für Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_29793	Käding	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_69514	Langhoff	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_69540	Kasprowicz	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_28694	Rutkowski	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
FIS_1256	Schmidt	Sarah	MED	Klinik und Poliklinik für Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
FIS_395	Kleist-Welch	Waltraud	MED	Klinik und Poliklinik für Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
FIS_61441	Schurmann	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_2272	Krabbe	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_1735	Begunk	NN	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
FIS_44483	Tschiersch	NN	MNF	Institut für Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
FIS_49101	Cieslik	NN	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Ältere Deutsche Sprache und Literatur
FIS_49183	Unzeitig	NN	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Ältere Deutsche Sprache und Literatur
FIS_56394	Voßschulte	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinderchirurgie
FIS_326	Klinke	Thomas	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
FIS_40961	Kenning	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie
FIS_25726	Moritz	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_1576	Junker	Heike	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_21766	Daboul	Amro Amer	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
FIS_26575	Merisalu	NN	MED	Institut für Medizinische Psychologie	Institut für Medizinische Psychologie
FIS_2103	Plötz	Ulrike	MED	Institut für Medizinische Psychologie	Institut für Medizinische Psychologie
FIS_524	Kauer	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_58889	Normann	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_31441	Eremenko	Michael	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_64807	Gramberg	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_31939	Ahrens	NN	MNF	Institut für Physik	Institut für Physik / AG Weiche Materie und Biophysik
FIS_27396	German	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_69927	participants	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_70023	Kühn	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_64950	Quadrat	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_70029	Schneider	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_70031	Roloff	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_63739	Kromrey	Marie-Luise	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_45127	Probst	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies
FIS_70033	Teubner	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_56456	Heidecke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_69693	Hübner	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_57143	Rubbert	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_31381	Pohrt	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_70082	Niehoff	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_45070	Nübel	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioorganische Chemie
FIS_67718	Mrochen	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_70151	Péton	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_64598	Sager	NN	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Klinische Pharmakologie
FIS_64621	Jedamzik	Philipp	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies
FIS_184	Herfurth	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_69796	Nguyen	Dung	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_35716	Pagel	NN	MNF	Institut für Physik	Institut für Physik / AG Komplexe Quantensysteme
FIS_70194	Pamperin	NN	MNF	Institut für Physik	Institut für Physik / AG Komplexe Quantensysteme
FIS_29792	Paul	Sebastian	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_24530	Schulte	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_58187	Markus	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_70365	European	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
FIS_45128	Saafan	Hisham	MNF	Institut für Pharmazie, AK Klinische Pharmazie (Leitung: Prof. Dr. Christoph Ritter)	Institut für Pharmazie, AK Klinische Pharmazie (Leitung: Prof. Dr. Christoph Ritter)
FIS_29813	Foerster	NN	MNF	Institut für Pharmazie, AK Klinische Pharmazie (Leitung: Prof. Dr. Christoph Ritter)	Institut für Pharmazie, AK Klinische Pharmazie (Leitung: Prof. Dr. Christoph Ritter)
FIS_67715	Rau	Henriette	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_70146	Zwingmann	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_65857	Lebsa	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin
FIS_3220	Alpen	Ulf	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
FIS_67034	Salloch	NN	MED	Institut für Ethik und Geschichte der Medizin	Institut für Ethik und Geschichte der Medizin
FIS_73827	Mulsow	NN	MNF	Institut für Physik	Institut für Physik / AG Kolloidale Plasmen
FIS_70381	Fürholzer	NN	MED	Institut für Ethik und Geschichte der Medizin	Institut für Ethik und Geschichte der Medizin
FIS_70404	Ruhberg	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_70416	Oelmann	NN	MED	Institut für Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_70065	Eissa	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_683	Rosenstengel	NN	MED	Klinik und Poliklinik für Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
FIS_70410	Liedtke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_30268	Kasch	NN	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_56707	Dabravolski	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_70482	Lange	NN	MNF	Institut für Physik	Institut für Physik / AG Komplexe Quantensysteme
FIS_47235	Rath	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_64289	Ruppel	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_70544	Eggert	NN	MED	Klinik und Poliklinik für Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
FIS_70563	Velissaris	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_22254	Harnoss	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
